designation,unit,issue,message
Sleepy princess culotte maxi 5x30 n°4,BALLE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sleepy princess culotte midi 5x34 n°3,BALLE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
SLEEPY_LADY,CRT,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Smail beach bubble water,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
SOBA BARRE BLANC,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
SOBA mavo bara,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Soda sugar boom 24*30pcs,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Soda sugar candy,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Softex day long 29cm *8 violet,CRT,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
SOFTEX maternity * 30,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Softex maxi wings*8 rose,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Softex protege slips,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
SOY SAUCE LIGHT PRB 500ML,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Strawberry kiddo,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Strip jelly jelloo,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Stylo maryas plus bleu,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Stylo maryas plus Rouge,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Stylo schneider bleu,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette big assorted mix excel,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette big cola excel 25g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette big milk lollipop excel 25g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette big pop gm xxl,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
SUCETTE BOCAL ROYAL,CRT,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette Donut,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette g pop,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette gm bigg pops en sachet,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette hearty pop bocal,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette icy pop bocal,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette Love pop,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette love pops rama gm,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette love ring bague,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette mix fruit naturaly,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette mix yogofru bocal,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette Neo pop xxl,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette rama big bombom xxxl,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette sweet art bocal,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette tik tok chew pop bocal,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette tik tok excel  xxl,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette trio  pop,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette Twist pop mango excel,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette Twist pop strawberry,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette wafer mellow fruit lollipop,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucette ziva mix fruit lollipop 25g ass,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sucre ambilobe  50Kg,SAC,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Super cone 12*60,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Super cone24*30 en boite,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Super Moustiquaire,BALLE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
SUPER POPS_MIX FLAVOUR,BALLE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
SUR EAU,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sur eau oasis,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
SURE EAU,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Surprise snack 20sht*25pcs,BALLE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sweet africa cube Onion,BOITE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sweet africa cube Onion,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
SWEET BOY,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Sweet dreams pop,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Swr happy nipple candy ( teeth pops bocal ),CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TALIA,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Talia bleu Nuit*60pcs,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Talia Violte Nuit coton*60pcs,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TAMARIN gm,CRT,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TANGATRIKA 2M,BALLE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TARZAN SUPER ENCRT,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TIARA 10G,BOITE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tiara 10g Voa2,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TIRBO PM,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tomate boite alda 70g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TOMATE BOITE FASTE,CRT,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TOMATE BOITE GEFCO,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tomate boite Lucie,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tomate boite mama,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tomate bonjour @ boite 70g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tomate bonjour en sachet 50g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TOMATE BTE FANA,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TOMATE DELICIOSO 70GR,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TOMATE ELVIA EN SACHET,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tomate europa @ boite 70g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tomate europa @ sachet 50g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tomate Evita en sachet *50g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tomate fana en sachet 50g*100pcs,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tomate kenzy en sachet 50g,BOITE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tomate kenzy en sachet 50g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tongue painter kiddo,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Tongue painter monstre pop kiddies,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Top cafe *22g*120pcs,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Top cafe cappuccino 25g,PAQUET,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Top cafe cappuccino 25g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Top cafe palm sugar 25g,PAQUET,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Top cafe palm sugar 25g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Top caffe Avocado 22g,PAQUET,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Top caffe Avocado 22g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Top caffe mokachinno 22g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Top pop,BALLE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TOTOKENA MAMASOA,SACHET,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TOTOKENA MAMASOA,SAC,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Traffic light fudge gummy 12g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TRIPLE  ACTION GM,PAQUET,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Triple action aloe vera 100ml,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TUC CLASSIC 65*24,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TUC MINI 30G 30,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
TUC POCKET 32G,BOITE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Turbo choco gm,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Turbo choco pm,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Turbo fraise gm,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Turbo fraise pm,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vao coco,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vao savon anatiseptique t.a ravintsara,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vao savon antiseptique au charbon active,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vao shampooing papaye,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vao translucide sdoi u1*36mx*80g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vary gasy andapa 50kg,SAC,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vehicule lollipop 15g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Verre à jetter champion,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Verre a jetter tranquil transparent,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Verre a jetter tranquil white,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Verre à jetter voila,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Verre decorrted glrss,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
VETSIN,BALLE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
VETSIN 250G,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vetsin 50g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vetsin vita 3g*40pcs,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vinaigre @ Sachet MENA,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vinaigre Taf Mena 1L En pcs,PIECE,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vitalait 1Kg,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vitalait 250g,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vitalait 500gr,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vnl azedinha toffee mastigavel,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vnl deluxe toffee 100pcs*20bag,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vnl froyo preto black to red 24pcs*16,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vnl milk lollipop bocal,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vnl stawberry lollipop boom splash,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vnl strawberry lollipop boom splash,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vovo-tsavony so klin 1kg,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Vovon-tsavony iriko 25g,SAC,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
WAFERZ,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
YARICO PM,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Yes juice apple  1L,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Yes juice cocktail 200ml,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Yes juice orange 200ml,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Yes juice pineapple 1L,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Yes juice raisin rouge 1L,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Yogurt pop kiddo,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
YOGURT SUCETTE,CRT,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
YOGURT SUCETTE GM,CRT,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Yum yum lollipop 20*50pcs,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Z bonbon fruit sachet,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Zakuro,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
ZINQ BARRE,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
ZINQ MORCEAU,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
ZINQ PRO,CARTON,DUPLICATE_DESIGNATION,ligne ignorée car une première occurrence a déjà été retenue pour cette désignation
Bougie golden (gm),PACQUET,MISSING_UNIT,unité non trouvée pour cet article
CHEESE BALLS,PIECE,MISSING_UNIT,unité non trouvée pour cet article
Saf instant 500g,PIECE,MISSING_UNIT,unité non trouvée pour cet article
